REGION,BRANCH,FULL_BRANCH
L,4580,4580
L,4581,4581
L,4582,4582
L,4583,4583
L,4584,4584
L,4585,4585
L,4586,4586
L,4587,4587
L,4588,4588
L,4589,4589
L,4590,4590
L,4591,4591
L,4592,4592
L,4593,4593
L,4594,4594
L,4595,4595
L,4596,4596
L,4597,4597
L,4598,4598
L,4599,4599
L,4600,4600
L,4601,4601
L,4602,4602
L,4603,4603
L,4604,4604
L,4605,4605
M,4606,4606
M,4607,4607
M,4608,4608
M,4609,4609
M,4610,4610
M,4611,4611
M,4612,4612
M,4613,4613
M,4614,4614
M,4615,4615
M,4616,4616
M,4617,4617
M,4618,4618
M,4619,4619
M,4620,4620
M,4621,4621
M,4622,4622
M,4623,4623
M,4624,4624
M,4625,4625
M,4626,4626
M,4627,4627
M,4628,4628
M,4629,4629
M,4630,4630
M,4631,4631
M,4632,4632
M,4633,4633
M,4634,4634
M,4635,4635
M,4636,4636
M,4637,4637
M,4638,4638
M,4639,4639
M,4640,4640
M,4641,4641
M,4642,4642
M,4643,4643
M,4644,4644
M,4645,4645
M,4646,4646
M,4647,4647
M,4648,4648
M,4649,4649
M,4650,4650
M,4651,4651
M,4652,4652
M,4653,4653
M,4654,4654
M,4655,4655
M,4656,4656
M,4657,4657
M,4658,4658
M,4659,4659
M,4660,4660
M,4661,4661
M,4662,4662
M,4663,4663
M,4664,4664
M,4665,4665
M,4666,4666
M,4667,4667
M,4668,4668
M,4669,4669
M,4670,4670
M,4671,4671
M,4672,4672
M,4673,4673
M,4674,4674
M,4675,4675
M,4676,4676
M,4677,4677
M,4678,4678
M,4679,4679
M,4680,4680
M,4681,4681
M,4682,4682
M,4683,4683
M,4684,4684
M,4685,4685
M,4686,4686
M,4687,4687
M,4688,4688
M,4689,4689
M,4690,4690
M,4691,4691
M,4692,4692
M,4693,4693
M,4694,4694
M,4695,4695
M,4696,4696
M,4697,4697
M,4698,4698
M,4699,4699
M,4700,4700
M,4701,4701
M,4702,4702
M,4703,4703
M,4704,4704
M,4705,4705
M,4706,4706
M,4707,4707
M,4708,4708
M,4709,4709
M,4710,4710
M,4711,4711
M,4712,4712
M,4713,4713
M,4714,4714
M,4715,4715
M,4716,4716
M,4717,4717
M,4718,4718
M,4719,4719
M,4720,4720
M,4721,4721
M,4722,4722
M,4723,4723
M,4724,4724
M,4725,4725
M,4726,4726
M,4727,4727
M,4728,4728
M,4729,4729
M,4730,4730
M,4731,4731
M,4732,4732
M,4733,4733
M,4734,4734
M,4735,4735
M,4736,4736
M,4737,4737
M,4738,4738
M,4739,4739
M,4740,4740
M,4741,4741
M,4742,4742
M,4743,4743
M,4744,4744
M,4745,4745
M,4746,4746
M,4747,4747
M,4748,4748
M,4749,4749
M,4750,4750
M,4751,4751
M,4752,4752
M,4753,4753
M,4754,4754
M,4755,4755
M,4756,4756
M,4757,4757
M,4758,4758
M,4759,4759
M,4760,4760
M,4761,4761
M,4762,4762
M,4763,4763
M,4764,4764
M,4765,4765
M,4766,4766
M,4767,4767
M,4768,4768
M,4769,4769
M,4770,4770
M,4771,4771
M,4772,4772
M,4773,4773
M,4774,4774
M,4775,4775
M,4776,4776
M,4777,4777
M,4778,4778
M,4779,4779
M,4780,4780
M,4781,4781
M,4782,4782
M,4783,4783
M,4784,4784
M,4785,4785
M,4786,4786
M,4787,4787
M,4788,4788
M,4789,4789
M,4790,4790
I,4791,4791
I,4792,4792
I,4793,4793
I,4794,4794
I,4795,4795
I,4796,4796
I,4797,4797
I,4798,4798
I,4799,4799
I,4800,4800
I,4801,4801
Q,4803,4803
I,4804,4804
Q,4805,4805
Q,4806,4806
Q,4807,4807
Q,4808,4808
Q,4809,4809
Q,4810,4810
Q,4811,4811
Q,4812,4812
Q,4813,4813
Q,4815,4815
Q,4816,4816
Q,4817,4817
Q,4818,4818
Q,4819,4819
Q,4820,4820
Q,4821,4821
Q,4822,4822
Q,4823,4823
Q,4824,4824
Q,4825,4825
Q,4826,4826
Q,4827,4827
Q,4828,4828
Q,4829,4829
Q,4830,4830
Q,4831,4831
Q,4832,4832
Q,4833,4833
Q,4834,4834
Q,4835,4835
Q,4836,4836
Q,4837,4837
Q,4838,4838
Q,4839,4839
Q,4840,4840
Q,4841,4841
Q,4842,4842
Q,4843,4843
Q,4844,4844
Q,4845,4845
Q,4846,4846
Q,4847,4847
Q,4848,4848
Q,4849,4849
Q,4851,4851
Q,4852,4852
Q,4853,4853
Q,4854,4854
Q,4855,4855
Q,4856,4856
Q,4857,4857
Q,4858,4858
Q,4859,4859
Q,4860,4860
Q,4861,4861
Q,4862,4862
Q,4863,4863
P,4864,4864
P,4865,4865
P,4866,4866
P,4867,4867
P,4868,4868
P,4869,4869
P,4870,4870
P,4871,4871
P,4872,4872
P,4873,4873
P,4874,4874
P,4875,4875
P,4876,4876
P,4877,4877
P,4878,4878
P,4879,4879
P,4880,4880
P,4881,4881
P,4882,4882
P,4883,4883
P,4884,4884
P,4885,4885
P,4886,4886
P,4887,4887
P,4888,4888
P,4889,4889
P,4890,4890
P,4891,4891
P,4892,4892
O,4893,4893
O,4894,4894
O,4895,4895
O,4896,4896
O,4897,4897
P,4898,4898
P,4899,4899
P,4900,4900
P,4901,4901
P,4902,4902
P,4903,4903
P,4904,4904
P,4905,4905
P,4906,4906
P,4907,4907
P,4908,4908
P,4909,4909
P,4910,4910
O,4911,4911
O,4912,4912
O,4913,4913
O,4914,4914
O,4915,4915
O,4916,4916
O,4917,4917
O,4918,4918
O,4919,4919
O,4920,4920
P,4921,4921
P,4922,4922
P,4923,4923
P,4924,4924
P,4925,4925
P,4926,4926
P,4927,4927
P,4928,4928
P,4929,4929
P,4930,4930
P,4931,4931
P,4932,4932
P,4933,4933
P,4934,4934
P,4935,4935
P,4936,4936
P,4937,4937
P,4938,4938
P,4939,4939
P,4940,4940
P,4941,4941
P,4942,4942
P,4943,4943
P,4944,4944
P,4945,4945
P,4946,4946
P,4947,4947
P,4948,4948
P,4949,4949
P,4950,4950
P,4951,4951
P,4952,4952
P,4953,4953
P,4954,4954
P,4955,4955
P,4956,4956
O,4957,4957
O,4958,4958
O,4959,4959
O,4960,4960
O,4961,4961
O,4962,4962
O,4963,4963
P,4964,4964
P,4965,4965
P,4966,4966
P,4967,4967
P,4968,4968
P,4969,4969
P,4970,4970
P,4971,4971
P,4972,4972
P,4973,4973
P,4974,4974
P,4975,4975
P,4976,4976
O,4977,4977
O,4978,4978
O,4979,4979
O,4980,4980
O,4981,4981
O,4982,4982
O,4983,4983
O,4984,4984
P,4985,4985
P,4986,4986
P,4987,4987
P,4988,4988
P,4989,4989
P,4990,4990
P,4991,4991
P,4992,4992
P,4993,4993
P,4994,4994
P,4995,4995
P,4996,4996
P,4997,4997
P,4998,4998
P,4999,4999
P,5002,5002
P,5003,5003
P,5004,5004
P,5005,5005
P,5006,5006
P,5007,5007
P,5008,5008
P,5009,5009
P,5010,5010
P,5011,5011
P,5012,5012
P,5013,5013
P,5014,5014
P,5015,5015
P,5016,5016
P,5017,5017
P,5018,5018
P,5019,5019
P,5020,5020
P,5021,5021
P,5022,5022
P,5023,5023
P,5024,5024
P,5025,5025
P,5026,5026
P,5027,5027
P,5028,5028
P,5029,5029
P,5030,5030
P,5031,5031
P,5032,5032
P,5033,5033
P,5034,5034
P,5035,5035
P,5036,5036
P,5037,5037
P,5038,5038
P,5039,5039
P,5040,5040
P,5041,5041
P,5042,5042
P,5043,5043
P,5044,5044
P,5045,5045
P,5046,5046
P,5047,5047
P,5048,5048
P,5049,5049
P,5050,5050
P,5051,5051
P,5052,5052
P,5053,5053
O,5054,5054
O,5055,5055
P,5056,5056
P,5057,5057
P,5058,5058
P,5059,5059
P,5060,5060
P,5061,5061
P,5062,5062
P,5063,5063
P,5064,5064
P,5065,5065
P,5066,5066
P,5067,5067
P,5068,5068
P,5069,5069
P,5070,5070
P,5071,5071
P,5072,5072
P,5073,5073
P,5074,5074
O,5075,5075
O,5076,5076
O,5077,5077
P,5078,5078
P,5079,5079
P,5080,5080
P,5081,5081
P,5082,5082
P,5083,5083
P,5084,5084
P,5085,5085
P,5086,5086
P,5087,5087
P,5088,5088
P,5089,5089
P,5090,5090
P,5091,5091
P,5092,5092
P,5093,5093
P,5094,5094
O,5095,5095
O,5096,5096
P,5097,5097
P,5098,5098
P,5099,5099
P,5100,5100
P,5101,5101
P,5102,5102
P,5103,5103
P,5104,5104
P,5105,5105
P,5106,5106
P,5107,5107
P,5108,5108
P,5109,5109
P,5110,5110
P,5111,5111
P,5112,5112
P,5113,5113
P,5114,5114
P,5115,5115
P,5116,5116
N,5117,5117
N,5118,5118
N,5119,5119
N,5121,5121
N,5122,5122
N,5123,5123
N,5124,5124
N,5125,5125
N,5126,5126
N,5127,5127
N,5128,5128
N,5129,5129
N,5130,5130
N,5131,5131
N,5132,5132
N,5133,5133
N,5134,5134
N,5135,5135
N,5136,5136
N,5137,5137
N,5138,5138
N,5139,5139
N,5140,5140
N,5141,5141
N,5142,5142
N,5143,5143
N,5144,5144
N,5145,5145
N,5146,5146
N,5147,5147
N,5148,5148
N,5149,5149
N,5150,5150
N,5151,5151
N,5152,5152
N,5153,5153
N,5154,5154
N,5155,5155
N,5156,5156
N,5157,5157
N,5158,5158
N,5159,5159
N,5160,5160
N,5161,5161
N,5162,5162
N,5163,5163
N,5164,5164
N,5165,5165
N,5166,5166
N,5167,5167
N,5168,5168
N,5169,5169
N,5170,5170
N,5171,5171
N,5172,5172
N,5173,5173
N,5174,5174
N,5175,5175
N,5176,5176
N,5177,5177
N,5178,5178
N,5179,5179
N,5180,5180
N,5181,5181
N,5182,5182
N,5183,5183
N,5184,5184
N,5185,5185
N,5186,5186
N,5187,5187
N,5188,5188
N,5189,5189
N,5190,5190
N,5191,5191
N,5192,5192
N,5193,5193
N,5194,5194
N,5195,5195
N,5196,5196
N,5197,5197
N,5198,5198
N,5199,5199
N,5200,5200
N,5201,5201
N,5202,5202
N,5203,5203
N,5204,5204
N,5205,5205
N,5206,5206
N,5207,5207
N,5208,5208
N,5209,5209
N,5210,5210
N,5211,5211
N,5212,5212
N,5213,5213
N,5214,5214
N,5215,5215
N,5216,5216
N,5217,5217
N,5218,5218
N,5219,5219
N,5220,5220
N,5221,5221
N,5222,5222
N,5223,5223
N,5224,5224
N,5225,5225
N,5226,5226
N,5227,5227
N,5228,5228
N,5229,5229
N,5230,5230
N,5231,5231
N,5232,5232
N,5233,5233
N,5234,5234
N,5235,5235
N,5236,5236
N,5237,5237
N,5238,5238
N,5239,5239
N,5240,5240
N,5241,5241
N,5242,5242
N,5243,5243
N,5244,5244
N,5245,5245
N,5246,5246
B,5247,5247
B,5248,5248
B,5249,5249
B,5250,5250
B,5251,5251
B,5252,5252
B,5253,5253
B,5254,5254
B,5255,5255
B,5256,5256
B,5257,5257
B,5258,5258
B,5259,5259
B,5260,5260
B,5261,5261
B,5262,5262
B,5263,5263
B,5264,5264
B,5265,5265
B,5266,5266
B,5267,5267
B,5268,5268
B,5269,5269
B,5270,5270
B,5271,5271
B,5272,5272
B,5273,5273
B,5274,5274
B,5275,5275
B,5276,5276
B,5277,5277
B,5278,5278
B,5279,5279
B,5280,5280
B,5281,5281
B,5282,5282
B,5283,5283
B,5284,5284
B,5285,5285
B,5286,5286
B,5287,5287
B,5288,5288
B,5289,5289
B,5290,5290
B,5291,5291
B,5292,5292
B,5293,5293
B,5294,5294
B,5295,5295
B,5296,5296
B,5297,5297
B,5298,5298
B,5299,5299
B,5300,5300
B,5301,5301
B,5302,5302
B,5303,5303
B,5304,5304
B,5305,5305
B,5306,5306
B,5307,5307
B,5308,5308
B,5309,5309
B,5310,5310
B,5311,5311
B,5312,5312
B,5313,5313
B,5314,5314
B,5315,5315
B,5316,5316
B,5317,5317
B,5318,5318
B,5319,5319
B,5320,5320
B,5321,5321
B,5322,5322
B,5323,5323
B,5324,5324
B,5325,5325
B,5326,5326
B,5327,5327
B,5328,5328
B,5329,5329
B,5330,5330
B,5331,5331
B,5332,5332
B,5333,5333
B,5334,5334
B,5335,5335
B,5336,5336
B,5337,5337
B,5338,5338
B,5339,5339
B,5340,5340
B,5341,5341
B,5342,5342
B,5343,5343
B,5344,5344
B,5345,5345
B,5346,5346
B,5347,5347
B,5348,5348
B,5349,5349
B,5350,5350
B,5351,5351
B,5352,5352
B,5353,5353
B,5354,5354
B,5355,5355
B,5356,5356
B,5357,5357
B,5358,5358
B,5359,5359
B,5360,5360
B,5361,5361
B,5362,5362
B,5363,5363
B,5364,5364
B,5365,5365
B,5366,5366
B,5367,5367
B,5368,5368
B,5369,5369
B,5370,5370
B,5371,5371
B,5372,5372
B,5373,5373
B,5374,5374
B,5375,5375
B,5376,5376
B,5377,5377
B,5378,5378
B,5379,5379
B,5380,5380
B,5381,5381
B,5382,5382
B,5384,5384
B,5385,5385
B,5386,5386
B,5387,5387
B,5388,5388
B,5389,5389
B,5390,5390
B,5391,5391
B,5392,5392
B,5393,5393
B,5394,5394
B,5395,5395
B,5396,5396
B,5397,5397
B,5398,5398
B,5399,5399
B,5400,5400
B,5401,5401
B,5402,5402
B,5403,5403
X,5404,5404
X,5405,5405
X,5406,5406
X,5407,5407
X,5408,5408
X,5409,5409
X,5410,5410
X,5411,5411
X,5412,5412
X,5413,5413
X,5414,5414
C,5415,5415
C,5416,5416
C,5417,5417
C,5418,5418
C,5419,5419
C,5420,5420
C,5421,5421
C,5422,5422
C,5423,5423
X,5424,5424
X,5425,5425
X,5426,5426
C,5427,5427
C,5428,5428
C,5429,5429
C,5430,5430
C,5431,5431
C,5432,5432
C,5433,5433
C,5434,5434
C,5435,5435
C,5436,5436
C,5437,5437
X,5438,5438
X,5439,5439
X,5440,5440
X,5441,5441
X,5442,5442
X,5443,5443
X,5444,5444
C,5445,5445
C,5446,5446
C,5447,5447
C,5448,5448
C,5449,5449
C,5450,5450
C,5451,5451
C,5452,5452
C,5453,5453
C,5454,5454
C,5455,5455
C,5456,5456
C,5457,5457
C,5458,5458
C,5459,5459
C,5460,5460
C,5461,5461
C,5462,5462
C,5463,5463
C,5464,5464
C,5465,5465
C,5466,5466
C,5467,5467
C,5468,5468
C,5469,5469
C,5470,5470
C,5471,5471
C,5472,5472
C,5473,5473
C,5474,5474
C,5475,5475
C,5476,5476
C,5477,5477
C,5478,5478
C,5479,5479
C,5480,5480
C,5481,5481
C,5482,5482
C,5483,5483
C,5484,5484
C,5485,5485
C,5486,5486
C,5487,5487
C,5488,5488
C,5489,5489
C,5490,5490
C,5491,5491
C,5492,5492
C,5493,5493
C,5494,5494
C,5495,5495
C,5496,5496
C,5497,5497
C,5498,5498
C,5499,5499
C,5500,5500
C,5501,5501
C,5502,5502
C,5503,5503
C,5504,5504
C,5505,5505
C,5506,5506
C,5507,5507
X,5508,5508
X,5509,5509
X,5510,5510
X,5511,5511
X,5512,5512
X,5513,5513
X,5514,5514
X,5515,5515
X,5516,5516
X,5517,5517
X,5518,5518
X,5519,5519
X,5520,5520
X,5521,5521
X,5522,5522
X,5523,5523
X,5524,5524
X,5525,5525
X,5526,5526
X,5527,5527
C,5528,5528
C,5529,5529
C,5530,5530
C,5531,5531
C,5532,5532
C,5533,5533
C,5534,5534
C,5535,5535
C,5536,5536
C,5537,5537
C,5538,5538
C,5539,5539
C,5540,5540
C,5541,5541
C,5542,5542
C,5543,5543
C,5544,5544
C,5545,5545
C,5546,5546
C,5547,5547
C,5548,5548
C,5549,5549
C,5550,5550
C,5551,5551
C,5552,5552
C,5553,5553
C,5554,5554
C,5555,5555
C,5556,5556
C,5557,5557
C,5558,5558
C,5559,5559
C,5560,5560
C,5561,5561
C,5562,5562
C,5563,5563
C,5564,5564
X,5565,5565
X,5566,5566
X,5567,5567
X,5568,5568
X,5569,5569
X,5570,5570
X,5571,5571
X,5572,5572
X,5573,5573
X,5574,5574
X,5575,5575
X,5576,5576
X,5577,5577
X,5578,5578
J,5579,5579
J,5580,5580
J,5581,5581
J,5582,5582
J,5583,5583
J,5584,5584
J,5585,5585
J,5586,5586
J,5587,5587
J,5588,5588
J,5589,5589
J,5590,5590
J,5591,5591
J,5592,5592
J,5593,5593
J,5594,5594
J,5595,5595
J,5596,5596
J,5597,5597
J,5598,5598
J,5599,5599
J,5600,5600
J,5601,5601
D,5602,5602
D,5603,5603
D,5604,5604
D,5605,5605
D,5606,5606
D,5607,5607
D,5608,5608
D,5609,5609
D,5610,5610
D,5611,5611
D,5612,5612
D,5613,5613
D,5614,5614
J,5615,5615
J,5616,5616
J,5617,5617
J,5618,5618
J,5619,5619
J,5620,5620
J,5621,5621
J,5622,5622
J,5623,5623
J,5624,5624
J,5625,5625
J,5626,5626
J,5627,5627
D,5628,5628
D,5629,5629
D,5630,5630
D,5631,5631
D,5632,5632
D,5633,5633
D,5634,5634
D,5635,5635
D,5636,5636
D,5637,5637
D,5638,5638
D,5639,5639
D,5640,5640
D,5641,5641
D,5642,5642
D,5643,5643
D,5644,5644
D,5645,5645
D,5646,5646
D,5647,5647
D,5648,5648
J,5649,5649
J,5650,5650
J,5651,5651
J,5652,5652
J,5653,5653
J,5654,5654
J,5655,5655
J,5656,5656
J,5657,5657
J,5658,5658
J,5659,5659
J,5660,5660
J,5661,5661
J,5662,5662
J,5663,5663
J,5664,5664
J,5665,5665
D,5666,5666
D,5667,5667
D,5668,5668
D,5669,5669
D,5670,5670
D,5671,5671
D,5672,5672
D,5673,5673
D,5674,5674
D,5675,5675
D,5676,5676
D,5677,5677
D,5678,5678
D,5679,5679
D,5680,5680
D,5681,5681
D,5682,5682
D,5683,5683
J,5684,5684
J,5685,5685
J,5686,5686
J,5687,5687
J,5688,5688
J,5689,5689
J,5690,5690
J,5691,5691
J,5692,5692
J,5693,5693
J,5694,5694
J,5695,5695
J,5696,5696
J,5697,5697
J,5698,5698
J,5699,5699
J,5700,5700
J,5701,5701
J,5702,5702
J,5703,5703
J,5704,5704
J,5705,5705
J,5706,5706
J,5707,5707
J,5708,5708
J,5709,5709
J,5710,5710
J,5711,5711
J,5712,5712
D,5713,5713
D,5714,5714
D,5715,5715
D,5716,5716
D,5717,5717
D,5718,5718
D,5719,5719
D,5720,5720
D,5721,5721
D,5722,5722
D,5723,5723
D,5724,5724
D,5725,5725
D,5726,5726
D,5727,5727
D,5728,5728
D,5729,5729
D,5730,5730
D,5731,5731
D,5732,5732
D,5733,5733
D,5734,5734
D,5735,5735
D,5736,5736
D,5737,5737
D,5738,5738
D,5739,5739
D,5740,5740
D,5741,5741
D,5742,5742
D,5743,5743
D,5744,5744
D,5745,5745
D,5746,5746
D,5747,5747
D,5748,5748
D,5749,5749
D,5750,5750
D,5751,5751
D,5752,5752
D,5753,5753
D,5754,5754
D,5755,5755
D,5756,5756
D,5757,5757
D,5758,5758
D,5759,5759
D,5760,5760
D,5761,5761
D,5762,5762
D,5763,5763
D,5764,5764
D,5765,5765
D,5766,5766
D,5767,5767
D,5768,5768
D,5769,5769
D,5770,5770
J,5771,5771
J,5772,5772
J,5773,5773
J,5774,5774
J,5775,5775
J,5776,5776
J,5777,5777
J,5778,5778
J,5779,5779
J,5780,5780
J,5781,5781
D,5782,5782
D,5783,5783
D,5784,5784
D,5785,5785
D,5786,5786
D,5787,5787
D,5788,5788
D,5789,5789
D,5790,5790
D,5791,5791
D,5792,5792
D,5793,5793
J,5794,5794
J,5795,5795
J,5796,5796
J,5797,5797
J,5798,5798
J,5799,5799
J,5800,5800
J,5801,5801
J,5802,5802
D,5803,5803
D,5804,5804
D,5805,5805
D,5806,5806
J,5807,5807
J,5808,5808
J,5809,5809
J,5810,5810
J,5811,5811
J,5812,5812
J,5813,5813
J,5814,5814
J,5815,5815
J,5816,5816
G,5817,5817
G,5818,5818
G,5819,5819
G,5820,5820
G,5821,5821
G,5822,5822
G,5823,5823
G,5824,5824
G,5825,5825
G,5826,5826
G,5827,5827
G,5828,5828
G,5829,5829
G,5830,5830
G,5831,5831
G,5832,5832
G,5833,5833
G,5834,5834
G,5835,5835
G,5836,5836
G,5837,5837
G,5838,5838
G,5839,5839
G,5840,5840
G,5841,5841
G,5842,5842
G,5843,5843
G,5844,5844
G,5845,5845
G,5846,5846
G,5847,5847
G,5848,5848
G,5849,5849
G,5850,5850
G,5851,5851
G,5852,5852
G,5853,5853
G,5854,5854
G,5855,5855
G,5856,5856
G,5857,5857
G,5858,5858
G,5859,5859
G,5860,5860
G,5861,5861
G,5862,5862
G,5863,5863
G,5864,5864
G,5865,5865
G,5866,5866
G,5867,5867
G,5868,5868
G,5869,5869
G,5870,5870
G,5871,5871
G,5872,5872
G,5873,5873
G,5874,5874
G,5875,5875
G,5876,5876
G,5877,5877
G,5878,5878
G,5879,5879
G,5880,5880
G,5881,5881
G,5882,5882
G,5883,5883
G,5884,5884
G,5885,5885
G,5886,5886
G,5887,5887
G,5888,5888
G,5889,5889
G,5890,5890
G,5891,5891
G,5892,5892
G,5893,5893
G,5894,5894
G,5895,5895
G,5896,5896
G,5897,5897
G,5898,5898
G,5899,5899
G,5900,5900
G,5901,5901
G,5902,5902
G,5903,5903
G,5904,5904
G,5905,5905
G,5906,5906
G,5907,5907
G,5908,5908
G,5909,5909
G,5910,5910
G,5911,5911
G,5912,5912
G,5913,5913
G,5914,5914
G,5915,5915
G,5916,5916
G,5917,5917
G,5918,5918
G,5919,5919
G,5920,5920
G,5921,5921
G,5922,5922
G,5923,5923
G,5924,5924
G,5925,5925
G,5926,5926
G,5927,5927
G,5928,5928
G,5929,5929
G,5930,5930
G,5931,5931
G,5932,5932
G,5933,5933
G,5934,5934
G,5935,5935
G,5936,5936
G,5937,5937
G,5938,5938
G,5939,5939
G,5940,5940
G,5941,5941
G,5942,5942
G,5943,5943
G,5944,5944
G,5945,5945
G,5946,5946
G,5947,5947
G,5948,5948
G,5949,5949
G,5950,5950
G,5951,5951
G,5952,5952
G,5953,5953
G,5954,5954
G,5955,5955
G,5956,5956
G,5957,5957
G,5958,5958
G,5959,5959
G,5960,5960
G,5961,5961
G,5962,5962
G,5963,5963
G,5964,5964
G,5965,5965
G,5966,5966
G,5967,5967
G,5968,5968
G,5969,5969
G,5970,5970
G,5971,5971
G,5972,5972
G,5973,5973
G,5974,5974
G,5975,5975
G,5976,5976
G,5977,5977
G,5978,5978
G,5979,5979
G,5980,5980
G,5981,5981
G,5982,5982
G,5983,5983
G,5984,5984
G,5985,5985
G,5986,5986
G,5987,5987
G,5988,5988
G,5989,5989
G,5990,5990
G,5991,5991
G,5992,5992
G,5993,5993
G,5994,5994
G,5995,5995
G,5996,5996
G,5997,5997
G,5998,5998
G,5999,5999
G,6000,6000
G,6001,6001
G,6002,6002
G,6003,6003
G,6004,6004
G,6005,6005
G,6006,6006
G,6007,6007
G,6008,6008
G,6009,6009
G,6010,6010
G,6011,6011
G,6012,6012
G,6013,6013
G,6014,6014
G,6015,6015
G,6016,6016
G,6017,6017
G,6018,6018
G,6019,6019
G,6020,6020
G,6021,6021
G,6022,6022
G,6023,6023
G,6024,6024
G,6025,6025
G,6026,6026
G,6027,6027
G,6028,6028
G,6029,6029
G,6030,6030
G,6031,6031
G,6032,6032
G,6033,6033
G,6034,6034
G,6035,6035
G,6036,6036
G,6037,6037
G,6038,6038
G,6039,6039
G,6040,6040
G,6041,6041
G,6042,6042
G,6043,6043
G,6044,6044
G,6045,6045
G,6046,6046
G,6047,6047
G,6048,6048
G,6049,6049
G,6050,6050
G,6051,6051
G,6052,6052
G,6053,6053
G,6054,6054
G,6055,6055
G,6056,6056
G,6057,6057
G,6058,6058
G,6059,6059
G,6060,6060
G,6061,6061
G,6062,6062
G,6063,6063
G,6064,6064
G,6065,6065
G,6066,6066
G,6067,6067
G,6068,6068
G,6069,6069
G,6070,6070
G,6071,6071
G,6072,6072
G,6073,6073
G,6074,6074
G,6075,6075
G,6076,6076
G,6077,6077
G,6078,6078
G,6079,6079
G,6080,6080
G,6081,6081
G,6082,6082
G,6083,6083
G,6084,6084
G,6085,6085
G,6086,6086
G,6087,6087
G,6088,6088
G,6089,6089
G,6090,6090
G,6091,6091
G,6092,6092
G,6093,6093
G,6094,6094
G,6095,6095
G,6096,6096
G,6097,6097
G,6098,6098
G,6099,6099
G,6100,6100
G,6101,6101
K,6102,6102
K,6103,6103
K,6104,6104
K,6105,6105
K,6106,6106
K,6107,6107
K,6108,6108
R,6109,6109
R,6110,6110
R,6111,6111
R,6112,6112
R,6113,6113
R,6114,6114
R,6115,6115
R,6116,6116
R,6117,6117
R,6118,6118
R,6119,6119
R,6120,6120
R,6121,6121
R,6122,6122
R,6123,6123
R,6124,6124
R,6125,6125
R,6126,6126
R,6127,6127
R,6128,6128
R,6129,6129
R,6130,6130
R,6131,6131
R,6132,6132
R,6133,6133
R,6134,6134
R,6135,6135
R,6136,6136
R,6137,6137
R,6138,6138
R,6139,6139
R,6140,6140
R,6141,6141
R,6142,6142
R,6143,6143
R,6145,6145
R,6146,6146
R,6147,6147
R,6148,6148
R,6149,6149
R,6150,6150
R,6151,6151
R,6152,6152
R,6153,6153
R,6154,6154
R,6155,6155
R,6156,6156
R,6157,6157
R,6158,6158
R,6159,6159
R,6160,6160
R,6161,6161
R,6162,6162
R,6163,6163
R,6164,6164
R,6165,6165
R,6166,6166
R,6167,6167
R,6168,6168
R,6169,6169
R,6170,6170
R,6171,6171
R,6172,6172
R,6173,6173
R,6174,6174
R,6175,6175
R,6176,6176
K,6177,6177
K,6178,6178
K,6179,6179
K,6180,6180
K,6181,6181
K,6182,6182
K,6183,6183
K,6184,6184
K,6185,6185
K,6186,6186
G,6187,6187
K,6188,6188
K,6189,6189
K,6190,6190
K,6191,6191
K,6192,6192
R,6193,6193
R,6194,6194
R,6195,6195
R,6196,6196
R,6197,6197
R,6198,6198
R,6199,6199
R,6200,6200
R,6201,6201
R,6202,6202
R,6203,6203
R,6204,6204
K,6205,6205
K,6206,6206
K,6207,6207
K,6208,6208
K,6209,6209
K,6210,6210
K,6211,6211
R,6212,6212
R,6213,6213
R,6214,6214
R,6215,6215
R,6216,6216
R,6217,6217
R,6218,6218
R,6219,6219
R,6220,6220
R,6221,6221
R,6222,6222
R,6223,6223
R,6224,6224
R,6225,6225
R,6226,6226
R,6227,6227
R,6228,6228
R,6229,6229
R,6230,6230
R,6231,6231
R,6232,6232
R,6233,6233
R,6234,6234
R,6235,6235
R,6236,6236
R,6237,6237
R,6238,6238
R,6239,6239
K,6240,6240
K,6241,6241
K,6242,6242
K,6243,6243
K,6244,6244
K,6245,6245
K,6246,6246
K,6247,6247
K,6248,6248
K,6249,6249
K,6250,6250
K,6251,6251
R,6252,6252
R,6253,6253
R,6254,6254
R,6255,6255
R,6256,6256
R,6257,6257
R,6258,6258
R,6259,6259
R,6260,6260
R,6261,6261
R,6262,6262
R,6263,6263
R,6264,6264
R,6265,6265
R,6266,6266
R,6267,6267
R,6268,6268
R,6269,6269
R,6270,6270
R,6271,6271
R,6272,6272
R,6273,6273
R,6274,6274
R,6275,6275
R,6276,6276
R,6277,6277
R,6278,6278
R,6279,6279
R,6280,6280
R,6281,6281
R,6282,6282
R,6283,6283
R,6284,6284
R,6285,6285
K,6286,6286
K,6287,6287
K,6288,6288
K,6289,6289
K,6290,6290
K,6291,6291
K,6292,6292
K,6293,6293
K,6294,6294
K,6295,6295
K,6296,6296
K,6297,6297
K,6298,6298
K,6299,6299
K,6300,6300
K,6301,6301
K,6302,6302
K,6303,6303
K,6304,6304
K,6305,6305
K,6306,6306
K,6307,6307
K,6308,6308
K,6309,6309
K,6310,6310
K,6311,6311
K,6312,6312
K,6313,6313
K,6314,6314
K,6315,6315
K,6316,6316
K,6317,6317
R,6318,6318
R,6319,6319
R,6320,6320
R,6321,6321
R,6322,6322
R,6323,6323
R,6324,6324
R,6325,6325
R,6326,6326
R,6327,6327
